Date,Price,30Ravg,AIL Demand
11/11/2016 23,13.89,22.11,8915
11/11/2016 24,13.5,22.11,8686
11/12/2016 01,13.22,22.11,8524
11/12/2016 02,12.37,22.11,8413
11/12/2016 03,12.37,22.1,8320
11/12/2016 04,12.37,22.1,8260
11/12/2016 05,12.37,22.1,8259
11/12/2016 06,12.37,22.09,8339
11/12/2016 07,13.48,22.08,8534
11/12/2016 08,13.51,22.06,8793
11/12/2016 09,13.71,22.03,8970
11/12/2016 10,14.75,22,9155
11/12/2016 11,15.25,21.99,9290
11/12/2016 12,15.25,21.98,9332
11/12/2016 13,14.74,21.97,9331
11/12/2016 14,13.51,21.96,9301
11/12/2016 15,14.73,21.95,9329
11/12/2016 16,14.15,21.94,9348
11/12/2016 17,14.69,21.93,9591
11/12/2016 18,15.25,21.92,9885
11/12/2016 19,14.52,21.91,9771
11/12/2016 20,14.23,21.9,9611
11/12/2016 21,13.51,21.89,9462
11/12/2016 22,13.5,21.88,9277
11/12/2016 23,13.5,21.88,9042
11/12/2016 24,12.92,21.87,8781
11/13/2016 01,12.29,21.85,8588
11/13/2016 02,12.3,21.84,8442
11/13/2016 03,11.91,21.83,8400
11/13/2016 04,10.78,21.81,8354
11/13/2016 05,11.17,21.78,8373
11/13/2016 06,12.37,21.74,8433
11/13/2016 07,12.37,21.7,8555
11/13/2016 08,12.37,21.67,8734
11/13/2016 09,12.37,21.63,8837
11/13/2016 10,13.34,21.62,8974
11/13/2016 11,13.51,21.61,9074
11/13/2016 12,13.51,21.6,9140
11/13/2016 13,14.41,21.58,9160
11/13/2016 14,15.1,21.57,9131
11/13/2016 15,13.51,21.56,9130
11/13/2016 16,13.51,21.55,9205
11/13/2016 17,15.27,21.54,9578
11/13/2016 18,15.27,21.53,9916
11/13/2016 19,15.26,21.51,9807
11/13/2016 20,15.25,21.49,9661
11/13/2016 21,15.25,21.47,9511
11/13/2016 22,14.38,21.46,9309
11/13/2016 23,13.42,21.45,9009
11/13/2016 24,12.63,21.43,8714
11/14/2016 01,12.09,21.38,8480
11/14/2016 02,11,21.34,8376
11/14/2016 03,10.78,21.33,8356
11/14/2016 04,10.78,21.32,8356
11/14/2016 05,11.21,21.32,8418
11/14/2016 06,12.19,21.31,8609
11/14/2016 07,13.81,21.31,9071
11/14/2016 08,13.41,21.3,9556
11/14/2016 09,13.51,21.27,9617
11/14/2016 10,14.74,21.24,9662
11/14/2016 11,15.27,21.22,9707
11/14/2016 12,15.26,21.22,9757
11/14/2016 13,15.25,21.21,9761
11/14/2016 14,15.25,21.2,9785
11/14/2016 15,15.25,21.18,9796
11/14/2016 16,14.26,21.16,9768
11/14/2016 17,13.83,21.12,9894
11/14/2016 18,16.54,21.09,10253
11/14/2016 19,14.41,21.06,10157
11/14/2016 20,15.55,21.03,10040
11/14/2016 21,15.26,21,9880
11/14/2016 22,15.26,20.99,9584
11/14/2016 23,13.88,20.96,9171
11/14/2016 24,13.51,20.94,8836
11/15/2016 01,13.51,20.91,8623
11/15/2016 02,13.51,20.9,8489
11/15/2016 03,13.51,20.89,8478
11/15/2016 04,13.51,20.88,8466
11/15/2016 05,14.9,20.87,8548
11/15/2016 06,15.25,20.87,8704
11/15/2016 07,15.43,20.87,9207
11/15/2016 08,15.38,20.87,9745
11/15/2016 09,15.37,20.87,9851
11/15/2016 10,15.37,20.86,9843
11/15/2016 11,15.38,20.85,9859
11/15/2016 12,15.46,20.84,9898
11/15/2016 13,15.38,20.83,9875
11/15/2016 14,15.46,20.82,9940
11/15/2016 15,15.38,20.82,9977
11/15/2016 16,15.38,20.81,10077
11/15/2016 17,15.38,20.8,10313
11/15/2016 18,15.38,20.77,10426
11/15/2016 19,15.26,20.75,10318
11/15/2016 20,15.26,20.72,10255
11/15/2016 21,15.29,20.7,10076
11/15/2016 22,15.24,20.68,9848
11/15/2016 23,13.18,20.66,9443
11/15/2016 24,12.37,20.64,9068
11/16/2016 01,12,20.63,8861
11/16/2016 02,12,20.62,8745
11/16/2016 03,12.31,20.61,8687
11/16/2016 04,12.37,20.59,8619
11/16/2016 05,12.78,20.55,8654
11/16/2016 06,14.73,20.52,8863
11/16/2016 07,15.34,20.48,9271
11/16/2016 08,15.43,20.45,9765
11/16/2016 09,15.46,20.42,9888
11/16/2016 10,15.47,20.37,9917
11/16/2016 11,15.47,20.34,9969
11/16/2016 12,15.48,20.31,9959
11/16/2016 13,15.48,20.29,9901
11/16/2016 14,15.48,20.27,9869
11/16/2016 15,15.48,20.26,9866
11/16/2016 16,15.48,20.24,9956
11/16/2016 17,16.98,20.23,10197
11/16/2016 18,19.24,20.2,10351
11/16/2016 19,17.48,20.17,10254
11/16/2016 20,18.25,20.15,10177
11/16/2016 21,18.25,20.12,10065
11/16/2016 22,15.95,20.1,9865
11/16/2016 23,15.41,20.07,9457
11/16/2016 24,15.38,20.06,9154
11/17/2016 01,15.32,20.05,8930
11/17/2016 02,15.26,20.04,8813
11/17/2016 03,15.26,20.03,8722
11/17/2016 04,15.26,20.01,8723
11/17/2016 05,15.26,20,8793
11/17/2016 06,15.3,19.98,9013
11/17/2016 07,15.45,19.96,9461
11/17/2016 08,15.48,19.93,9970
11/17/2016 09,16.44,19.92,10067
11/17/2016 10,18.08,19.9,10094
11/17/2016 11,21.22,19.88,10141
11/17/2016 12,23.6,19.86,10222
11/17/2016 13,18.29,19.84,10190
11/17/2016 14,20.88,19.83,10206
11/17/2016 15,19.26,19.82,10184
11/17/2016 16,20.69,19.82,10234
11/17/2016 17,21.38,19.81,10416
11/17/2016 18,21.41,19.81,10561
11/17/2016 19,18.73,19.8,10448
11/17/2016 20,20.15,19.8,10372
11/17/2016 21,17.85,19.77,10263
11/17/2016 22,16.41,19.76,9982
11/17/2016 23,15.42,19.75,9616
11/17/2016 24,15.34,19.75,9276
11/18/2016 01,15.26,19.75,9024
11/18/2016 02,15.26,19.75,8910
11/18/2016 03,15.26,19.75,8891
11/18/2016 04,15.26,19.75,8875
11/18/2016 05,15.26,19.75,8958
11/18/2016 06,15.37,19.74,9158
11/18/2016 07,15.47,19.71,9607
11/18/2016 08,21.1,19.7,10154
11/18/2016 09,21.18,19.68,10306
11/18/2016 10,18.86,19.66,10279
11/18/2016 11,19.18,19.65,10315
11/18/2016 12,21.4,19.65,10330
11/18/2016 13,21.4,19.64,10279
11/18/2016 14,19.79,19.64,10257
11/18/2016 15,17.54,19.63,10268
11/18/2016 16,18.26,19.62,10341
11/18/2016 17,19.04,19.61,10513
11/18/2016 18,20.32,19.6,10570
11/18/2016 19,16.04,19.59,10462
11/18/2016 20,15.48,19.58,10371
11/18/2016 21,15.48,19.57,10235
11/18/2016 22,15.47,19.57,9975
11/18/2016 23,15.39,19.57,9616
11/18/2016 24,15.37,19.57,9301
11/19/2016 01,15.25,19.57,9058
11/19/2016 02,15.25,19.57,8924
11/19/2016 03,15.25,19.57,8770
11/19/2016 04,15.25,19.57,8804
11/19/2016 05,15.25,19.57,8838
11/19/2016 06,15.25,19.57,8916
11/19/2016 07,15.26,19.56,9045
11/19/2016 08,15.42,19.55,9356
11/19/2016 09,15.46,19.53,9632
11/19/2016 10,15.47,19.52,9829
11/19/2016 11,16.71,19.51,9958
11/19/2016 12,17.88,19.49,9977
11/19/2016 13,17.88,19.47,9963
11/19/2016 14,18.78,19.46,9894
11/19/2016 15,18.53,19.45,9824
11/19/2016 16,17.94,19.45,9883
11/19/2016 17,21.29,19.45,10127
11/19/2016 18,20.37,19.45,10329
11/19/2016 19,16.6,19.43,10207
11/19/2016 20,15.47,19.42,10072
11/19/2016 21,15.46,19.41,9919
11/19/2016 22,16.85,19.41,9764
11/19/2016 23,16.76,19.41,9506
11/19/2016 24,15.47,19.42,9248
11/20/2016 01,15.46,19.42,9073
11/20/2016 02,15.41,19.42,8941
11/20/2016 03,15.3,19.43,8824
11/20/2016 04,15.27,19.43,8739
11/20/2016 05,15.41,19.43,8771
11/20/2016 06,15.46,19.43,8876
11/20/2016 07,16.72,19.43,9028
11/20/2016 08,17.8,19.42,9242
11/20/2016 09,21.34,19.41,9400
11/20/2016 10,21.41,19.39,9542
11/20/2016 11,20.99,19.38,9670
11/20/2016 12,21.41,19.37,9752
11/20/2016 13,21.41,19.37,9771
11/20/2016 14,21.41,19.36,9751
11/20/2016 15,21.41,19.34,9732
11/20/2016 16,21.32,19.32,9791
11/20/2016 17,23.04,19.32,10152
11/20/2016 18,25.61,19.31,10435
11/20/2016 19,22.56,19.29,10346
11/20/2016 20,26.8,19.28,10218
11/20/2016 21,23.83,19.26,10055
11/20/2016 22,20.87,19.24,9770
11/20/2016 23,15.99,19.21,9427
11/20/2016 24,15.29,19.19,9070
11/21/2016 01,15.26,19.18,8859
11/21/2016 02,15.25,19.17,8676
11/21/2016 03,14.98,19.16,8623
11/21/2016 04,13.83,19.15,8581
11/21/2016 05,13.51,19.14,8619
11/21/2016 06,14.55,19.13,8823
11/21/2016 07,15.39,19.13,9317
11/21/2016 08,15.44,19.12,9880
11/21/2016 09,15.46,19.1,10039
11/21/2016 10,15.43,19.07,10023
11/21/2016 11,15.47,19.05,10065
11/21/2016 12,15.46,19.05,10067
11/21/2016 13,15.47,19.04,10072
11/21/2016 14,15.48,19.03,10112
11/21/2016 15,15.47,19.02,10121
11/21/2016 16,16.86,19.02,10211
11/21/2016 17,21.41,19.02,10455
11/21/2016 18,21.41,19.01,10735
11/21/2016 19,20.15,19,10593
11/21/2016 20,18.98,18.98,10503
11/21/2016 21,20.69,18.96,10349
11/21/2016 22,17.59,18.93,10085
11/21/2016 23,15.39,18.9,9692
11/21/2016 24,15.26,18.88,9270
11/22/2016 01,15.25,18.86,8967
11/22/2016 02,15.25,18.85,8912
11/22/2016 03,15.25,18.84,8839
11/22/2016 04,15.26,18.84,8877
11/22/2016 05,15.26,18.83,8943
11/22/2016 06,15.37,18.8,9165
11/22/2016 07,17.59,18.8,9614
11/22/2016 08,21.01,18.79,10160
11/22/2016 09,21.41,18.79,10312
11/22/2016 10,27.34,18.79,10363
11/22/2016 11,26.75,18.78,10388
11/22/2016 12,21.43,18.76,10380
11/22/2016 13,21.41,18.75,10371
11/22/2016 14,21.41,18.75,10329
11/22/2016 15,21.4,18.74,10301
11/22/2016 16,18.99,18.72,10382
11/22/2016 17,19.72,18.69,10570
11/22/2016 18,18.85,18.67,10695
11/22/2016 19,15.7,18.64,10552
11/22/2016 20,15.47,18.61,10488
11/22/2016 21,15.46,18.58,10344
11/22/2016 22,15.4,18.55,10077
11/22/2016 23,15.29,18.52,9659
11/22/2016 24,15.25,18.49,9300
11/23/2016 01,14.1,18.46,9037
11/23/2016 02,13.5,18.43,8896
11/23/2016 03,13.5,18.4,8788
11/23/2016 04,13.5,18.37,8764
11/23/2016 05,13.5,18.34,8823
11/23/2016 06,14.79,18.31,9056
11/23/2016 07,15.38,18.28,9569
11/23/2016 08,18.26,18.26,10162
11/23/2016 09,17.02,18.24,10209
11/23/2016 10,15.48,18.21,10221
11/23/2016 11,18.87,18.18,10203
11/23/2016 12,19.06,18.15,10142
11/23/2016 13,17.02,18.11,10071
11/23/2016 14,18.66,18.05,10111
11/23/2016 15,19.11,18.02,10160
11/23/2016 16,19.03,17.98,10231
11/23/2016 17,19.11,17.96,10514
11/23/2016 18,15.55,17.93,10660
11/23/2016 19,15.46,17.9,10517
11/23/2016 20,15.41,17.86,10439
11/23/2016 21,15.37,17.83,10281
11/23/2016 22,15.27,17.81,9980
11/23/2016 23,13.83,17.77,9597
11/23/2016 24,13.5,17.74,9285
11/24/2016 01,12.37,17.72,9050
11/24/2016 02,12.37,17.7,8906
11/24/2016 03,12.37,17.69,8919
11/24/2016 04,12.37,17.68,8887
11/24/2016 05,12.37,17.66,8967
11/24/2016 06,13.5,17.64,9215
11/24/2016 07,15.35,17.61,9644
11/24/2016 08,15.46,17.58,10117
11/24/2016 09,15.42,17.55,10263
11/24/2016 10,15.37,17.53,10203
11/24/2016 11,15.37,17.52,10158
11/24/2016 12,15.44,17.51,10147
11/24/2016 13,15.38,17.5,10143
11/24/2016 14,15.37,17.49,10160
11/24/2016 15,15.37,17.48,10125
11/24/2016 16,17.14,17.47,10181
11/24/2016 17,20.73,17.47,10408
11/24/2016 18,21.41,17.46,10594
11/24/2016 19,21.01,17.46,10491
11/24/2016 20,18.46,17.45,10412
11/24/2016 21,15.35,17.44,10248
11/24/2016 22,15.26,17.44,9980
11/24/2016 23,14.03,17.43,9624
11/24/2016 24,12.71,17.43,9257
11/25/2016 01,12.37,17.43,9077
11/25/2016 02,12.37,17.42,8942
11/25/2016 03,12.29,17.42,8885
11/25/2016 04,12.23,17.41,8895
11/25/2016 05,12.34,17.4,8909
11/25/2016 06,12.26,17.37,9070
11/25/2016 07,13.42,17.33,9486
11/25/2016 08,15.17,17.31,9989
11/25/2016 09,15.26,17.3,10172
11/25/2016 10,15.27,17.28,10210
11/25/2016 11,15.26,17.27,10184
11/25/2016 12,15.26,17.24,10141
11/25/2016 13,15.14,17.2,10080
11/25/2016 14,15.25,17.17,10069
11/25/2016 15,15.25,17.16,9988
11/25/2016 16,15.25,17.15,9968
11/25/2016 17,15.29,17.14,10185
11/25/2016 18,15.34,17.11,10450
11/25/2016 19,15.28,17.08,10266
11/25/2016 20,15.29,17.04,10187
11/25/2016 21,15.36,17.02,10077
11/25/2016 22,15.46,17.01,9865
11/25/2016 23,15.46,16.99,9589
11/25/2016 24,15.31,16.98,9237
11/26/2016 01,15.26,16.98,9046
11/26/2016 02,15.25,16.98,8945
11/26/2016 03,15,16.98,8847
11/26/2016 04,13.51,16.98,8807
11/26/2016 05,14.6,16.98,8875
11/26/2016 06,15.25,16.97,8956
11/26/2016 07,15.26,16.95,9106
11/26/2016 08,15.3,16.93,9356
11/26/2016 09,15.37,16.91,9549
11/26/2016 10,15.37,16.9,9653
11/26/2016 11,15.45,16.89,9748
11/26/2016 12,15.46,16.87,9838
11/26/2016 13,15.42,16.85,9851
11/26/2016 14,15.38,16.82,9762
11/26/2016 15,15.38,16.8,9687
11/26/2016 16,15.38,16.78,9733
11/26/2016 17,15.45,16.76,10025
11/26/2016 18,15.48,16.75,10323
11/26/2016 19,15.47,16.74,10205
11/26/2016 20,15.47,16.74,10080
11/26/2016 21,15.46,16.72,9964
11/26/2016 22,15.46,16.72,9809
11/26/2016 23,15.4,16.72,9580
11/26/2016 24,15.25,16.71,9278
11/27/2016 01,15.25,16.71,9091
11/27/2016 02,15.25,16.71,8963
11/27/2016 03,15.25,16.71,8860
11/27/2016 04,15.25,16.7,8789
11/27/2016 05,15.12,16.69,8759
11/27/2016 06,15.01,16.66,8837
11/27/2016 07,15.25,16.63,8983
11/27/2016 08,15.35,16.6,9198
11/27/2016 09,15.37,16.56,9406
11/27/2016 10,15.45,16.52,9582
11/27/2016 11,15.46,16.49,9692
11/27/2016 12,15.46,16.47,9713
11/27/2016 13,15.43,16.45,9773
11/27/2016 14,15.38,16.44,9793
11/27/2016 15,15.37,16.42,9813
11/27/2016 16,15.37,16.41,9905
11/27/2016 17,15.43,16.39,10260
11/27/2016 18,15.46,16.37,10507
11/27/2016 19,15.47,16.34,10413
11/27/2016 20,15.41,16.33,10235
11/27/2016 21,15.28,16.32,10095
11/27/2016 22,15.26,16.29,9909
11/27/2016 23,15.25,16.26,9548
11/27/2016 24,15.25,16.24,9215
11/28/2016 01,15.23,16.23,9073
11/28/2016 02,15.25,16.21,8969
11/28/2016 03,15.26,16.19,8923
11/28/2016 04,15.26,16.18,8918
11/28/2016 05,15.37,16.17,9025
11/28/2016 06,15.39,16.17,9232
11/28/2016 07,18.74,16.17,9718
11/28/2016 08,24.92,16.17,10285
11/28/2016 09,27.67,16.16,10466
11/28/2016 10,33.04,16.15,10462
11/28/2016 11,35.17,16.15,10448
11/28/2016 12,22.83,16.16,10426
11/28/2016 13,21.41,16.16,10382
11/28/2016 14,21.41,16.16,10353
11/28/2016 15,21.41,16.15,10307
11/28/2016 16,21.41,16.15,10394
11/28/2016 17,21.41,16.15,10623
11/28/2016 18,21.44,16.15,10830
11/28/2016 19,21.41,16.15,10704
11/28/2016 20,21.41,16.15,10667
11/28/2016 21,21.41,16.16,10486
11/28/2016 22,22.11,16.17,10181
11/28/2016 23,16.51,16.17,9760
11/28/2016 24,15.38,16.17,9373
11/29/2016 01,15.27,16.17,9124
11/29/2016 02,15.26,16.17,9015
11/29/2016 03,15.26,16.18,8945
11/29/2016 04,15.27,16.18,8972
11/29/2016 05,15.37,16.18,9081
11/29/2016 06,15.41,16.18,9293
11/29/2016 07,19.5,16.19,9791
11/29/2016 08,23.94,16.2,10326
11/29/2016 09,21.52,16.21,10402
11/29/2016 10,21.51,16.22,10426
11/29/2016 11,21.61,16.22,10410
11/29/2016 12,21.52,16.23,10381
11/29/2016 13,21.5,16.24,10326
11/29/2016 14,33.11,16.26,10346
11/29/2016 15,34.99,16.29,10286
11/29/2016 16,24.7,16.3,10378
11/29/2016 17,25.37,16.31,10678
11/29/2016 18,22.7,16.31,10818
11/29/2016 19,21.42,16.31,10700
11/29/2016 20,21.49,16.31,10630
11/29/2016 21,21.47,16.31,10465
11/29/2016 22,21.76,16.31,10184
11/29/2016 23,20.11,16.32,9770
11/29/2016 24,15.43,16.32,9384
11/30/2016 01,15.38,16.32,9147
11/30/2016 02,15.37,16.32,9023
11/30/2016 03,15.37,16.32,8947
11/30/2016 04,15.43,16.32,9001
11/30/2016 05,15.45,16.32,9083
11/30/2016 06,15.44,16.31,9317
11/30/2016 07,20.87,16.31,9830
11/30/2016 08,21.54,16.29,10279
11/30/2016 09,26.05,16.28,10387
11/30/2016 10,28.8,16.27,10408
11/30/2016 11,36.14,16.28,10458
11/30/2016 12,24.4,16.28,10455
11/30/2016 13,21.41,16.27,10426
11/30/2016 14,21.41,16.27,10385
11/30/2016 15,21.41,16.27,10351
11/30/2016 16,21.43,16.27,10400
11/30/2016 17,26.42,16.28,10668
11/30/2016 18,21.78,16.29,10735
11/30/2016 19,21.42,16.3,10607
11/30/2016 20,21.41,16.31,10543
11/30/2016 21,21.49,16.32,10400
11/30/2016 22,19.4,16.32,10151
11/30/2016 23,15.46,16.32,9718
11/30/2016 24,15.43,16.33,9338
12/01/2016 01,15.38,16.33,9075
12/01/2016 02,15.39,16.33,8944
12/01/2016 03,15.38,16.33,8880
12/01/2016 04,15.42,16.33,8881
12/01/2016 05,15.46,16.33,8956
12/01/2016 06,15.47,16.34,9157
12/01/2016 07,20.15,16.34,9605
12/01/2016 08,24.28,16.33,10155
12/01/2016 09,37.54,16.33,10300
12/01/2016 10,38,16.34,10241
12/01/2016 11,38.55,16.34,10238
12/01/2016 12,26.82,16.35,10225
12/01/2016 13,28.92,16.37,10219
12/01/2016 14,28.91,16.38,10225
12/01/2016 15,29,16.39,10218
12/01/2016 16,26.72,16.39,10279
12/01/2016 17,24.99,16.4,10572
12/01/2016 18,33.3,16.41,10752
12/01/2016 19,24.29,16.41,10617
12/01/2016 20,22.7,16.42,10484
12/01/2016 21,22.34,16.43,10324
12/01/2016 22,31.79,16.46,10043
12/01/2016 23,21.3,16.47,9671
12/01/2016 24,16.39,16.47,9315
12/02/2016 01,17.01,16.47,9035
12/02/2016 02,15.28,16.47,8903
12/02/2016 03,15.29,16.47,8827
12/02/2016 04,15.26,16.48,8787
12/02/2016 05,15.26,16.48,8828
12/02/2016 06,15.32,16.48,9013
12/02/2016 07,15.42,16.48,9482
12/02/2016 08,17.91,16.47,10037
12/02/2016 09,20.78,16.47,10177
12/02/2016 10,16.83,16.47,10151
12/02/2016 11,18.03,16.46,10184
12/02/2016 12,16.85,16.46,10157
12/02/2016 13,15.46,16.45,10113
12/02/2016 14,15.45,16.45,10198
12/02/2016 15,15.46,16.45,10237
12/02/2016 16,15.47,16.45,10333
12/02/2016 17,15.47,16.45,10542
12/02/2016 18,15.46,16.45,10655
12/02/2016 19,15.39,16.44,10432
12/02/2016 20,15.46,16.44,10341
12/02/2016 21,15.38,16.44,10232
12/02/2016 22,15.37,16.44,9989
12/02/2016 23,15.27,16.44,9602
12/02/2016 24,13.57,16.44,9250
12/03/2016 01,13.16,16.43,8969
12/03/2016 02,12.37,16.43,8808
12/03/2016 03,12.37,16.43,8731
12/03/2016 04,12.37,16.43,8717
12/03/2016 05,12.37,16.43,8767
12/03/2016 06,12.37,16.42,8791
12/03/2016 07,12.94,16.42,8958
12/03/2016 08,13.93,16.42,9215
12/03/2016 09,15.27,16.42,9488
12/03/2016 10,15.26,16.42,9594
12/03/2016 11,15.32,16.42,9625
12/03/2016 12,15.34,16.42,9620
12/03/2016 13,15.29,16.42,9585
12/03/2016 14,15.32,16.42,9553
12/03/2016 15,15.43,16.42,9547
12/03/2016 16,15.46,16.42,9620
12/03/2016 17,17.11,16.42,10019
12/03/2016 18,16.28,16.42,10298
12/03/2016 19,15.32,16.41,10123
12/03/2016 20,15.35,16.41,9994
12/03/2016 21,15.29,16.41,9865
12/03/2016 22,15.26,16.41,9744
12/03/2016 23,15.25,16.41,9537
12/03/2016 24,14.7,16.41,9276
12/04/2016 01,14.06,16.41,9051
12/04/2016 02,13.51,16.41,8908
12/04/2016 03,13.51,16.41,8769
12/04/2016 04,14.7,16.41,8739
12/04/2016 05,15.26,16.41,8736
12/04/2016 06,15.26,16.41,8757
12/04/2016 07,15.27,16.41,8895
12/04/2016 08,15.38,16.4,9129
12/04/2016 09,15.46,16.4,9375
12/04/2016 10,15.42,16.4,9516
12/04/2016 11,15.44,16.4,9678
12/04/2016 12,15.47,16.4,9831
12/04/2016 13,15.42,16.4,9871
12/04/2016 14,15.38,16.4,9883
12/04/2016 15,15.45,16.4,9935
12/04/2016 16,15.42,16.4,10105
12/04/2016 17,17.7,16.4,10554
12/04/2016 18,20.71,16.41,10846
12/04/2016 19,20.08,16.41,10747
12/04/2016 20,21.41,16.42,10675
12/04/2016 21,20.68,16.43,10550
12/04/2016 22,19.26,16.44,10325
12/04/2016 23,15.42,16.44,9961
12/04/2016 24,15.26,16.44,9580
12/05/2016 01,15.25,16.44,9361
12/05/2016 02,15.25,16.45,9230
12/05/2016 03,15.25,16.45,9228
12/05/2016 04,15.25,16.46,9289
12/05/2016 05,14.5,16.46,9288
12/05/2016 06,15.02,16.46,9463
12/05/2016 07,15.27,16.46,9945
12/05/2016 08,15.39,16.46,10514
12/05/2016 09,15.46,16.46,10660
12/05/2016 10,16.97,16.46,10662
12/05/2016 11,16.14,16.47,10733
12/05/2016 12,18.3,16.47,10805
12/05/2016 13,19.59,16.48,10769
12/05/2016 14,19.33,16.48,10752
12/05/2016 15,20.56,16.49,10756
12/05/2016 16,21.41,16.5,10812
12/05/2016 17,21.51,16.51,11112
12/05/2016 18,21.42,16.51,11400
12/05/2016 19,20.59,16.52,11224
12/05/2016 20,20.04,16.53,11154
12/05/2016 21,19.31,16.53,11003
12/05/2016 22,16.24,16.53,10746
12/05/2016 23,15.43,16.53,10325
12/05/2016 24,15.31,16.53,9924
12/06/2016 01,15.27,16.53,9678
12/06/2016 02,15.26,16.53,9562
12/06/2016 03,15.26,16.53,9502
12/06/2016 04,15.26,16.53,9452
12/06/2016 05,15.32,16.53,9555
12/06/2016 06,15.47,16.53,9723
12/06/2016 07,19.78,16.54,10143
12/06/2016 08,20.59,16.55,10672
12/06/2016 09,21.31,16.56,10858
12/06/2016 10,20.61,16.56,10830
12/06/2016 11,21.4,16.57,10848
12/06/2016 12,21.95,16.58,10849
12/06/2016 13,21.4,16.59,10830
12/06/2016 14,21.41,16.6,10877
12/06/2016 15,21.41,16.61,10835
12/06/2016 16,21.44,16.62,10905
12/06/2016 17,25.89,16.63,11249
12/06/2016 18,25.6,16.64,11400
12/06/2016 19,23.5,16.65,11317
12/06/2016 20,21.52,16.66,11249
12/06/2016 21,22.97,16.67,11137
12/06/2016 22,24.01,16.69,10877
12/06/2016 23,21.43,16.69,10488
12/06/2016 24,20.93,16.7,10118
12/07/2016 01,15.46,16.7,9872
12/07/2016 02,15.46,16.71,9762
12/07/2016 03,15.46,16.71,9738
12/07/2016 04,15.46,16.71,9675
12/07/2016 05,15.46,16.71,9718
12/07/2016 06,21.43,16.72,9910
12/07/2016 07,23.87,16.73,10328
12/07/2016 08,25.4,16.75,10836
12/07/2016 09,25.45,16.76,10905
12/07/2016 10,23.56,16.77,10820
12/07/2016 11,24.97,16.79,10838
12/07/2016 12,26.61,16.8,10831
12/07/2016 13,26.6,16.82,10803
12/07/2016 14,26.81,16.83,10812
12/07/2016 15,32.08,16.86,10791
12/07/2016 16,39.07,16.89,10862
12/07/2016 17,35.86,16.92,11166
12/07/2016 18,35.13,16.95,11404
12/07/2016 19,37.88,16.98,11282
12/07/2016 20,37.99,17.01,11227
12/07/2016 21,38.48,17.04,11160
12/07/2016 22,35.99,17.07,10892
12/07/2016 23,27.31,17.09,10491
12/07/2016 24,25.33,17.11,10144
12/08/2016 01,24.74,17.13,9883
12/08/2016 02,24.26,17.14,9762
12/08/2016 03,23.47,17.16,9757
12/08/2016 04,23.4,17.18,9797
12/08/2016 05,23.93,17.2,9846
12/08/2016 06,23.4,17.21,9974
12/08/2016 07,28.7,17.23,10404
12/08/2016 08,30.37,17.25,10928
12/08/2016 09,38.91,17.28,11093
12/08/2016 10,39.08,17.32,11056
12/08/2016 11,40.69,17.35,11109
12/08/2016 12,33.38,17.38,11108
12/08/2016 13,28.87,17.4,11015
12/08/2016 14,30.15,17.42,11002
12/08/2016 15,30.01,17.44,10940
12/08/2016 16,30,17.46,10988
12/08/2016 17,30.05,17.48,11277
12/08/2016 18,30.06,17.5,11442
12/08/2016 19,29.39,17.52,11348
12/08/2016 20,37.01,17.55,11345
12/08/2016 21,40.02,17.58,11250
12/08/2016 22,42.08,17.62,11044
12/08/2016 23,30.68,17.64,10657
12/08/2016 24,29.92,17.67,10283
12/09/2016 01,25.57,17.69,10027
12/09/2016 02,22.73,17.7,9897
12/09/2016 03,21.34,17.72,9773
12/09/2016 04,21.41,17.73,9742
12/09/2016 05,21.58,17.75,9833
12/09/2016 06,25.26,17.76,10022
12/09/2016 07,32.37,17.79,10403
12/09/2016 08,36.52,17.82,10897
12/09/2016 09,43.58,17.86,11082
12/09/2016 10,43.6,17.9,11034
12/09/2016 11,42.35,17.93,10982
12/09/2016 12,41.7,17.97,10970
12/09/2016 13,40.08,18,10923
12/09/2016 14,38.75,18.04,10890
12/09/2016 15,38.75,18.07,10876
12/09/2016 16,38.83,18.1,10936
12/09/2016 17,47.59,18.14,11189
12/09/2016 18,40.36,18.17,11354
12/09/2016 19,31.04,18.19,11260
12/09/2016 20,31.8,18.22,11157
12/09/2016 21,52.14,18.26,11020
12/09/2016 22,42.65,18.3,10823
12/09/2016 23,39.37,18.33,10545
12/09/2016 24,42.57,18.37,10232
12/10/2016 01,39.76,18.41,9985
12/10/2016 02,35.68,18.43,9836
12/10/2016 03,34.88,18.46,9768
12/10/2016 04,30.6,18.48,9753
12/10/2016 05,35.4,18.51,9767
12/10/2016 06,38.1,18.54,9848
12/10/2016 07,37.49,18.55,9956
12/10/2016 08,28.35,18.55,10191
12/10/2016 09,40.21,18.58,10460
12/10/2016 10,54.71,18.63,10629
12/10/2016 11,55.21,18.68,10754
12/10/2016 12,55.2,18.73,10823
12/10/2016 13,53.03,18.78,10774
12/10/2016 14,47.13,18.82,10726
12/10/2016 15,48.34,18.87,10699
12/10/2016 16,35.84,18.89,10707
12/10/2016 17,43.11,18.93,11040
12/10/2016 18,42,18.97,11247
12/10/2016 19,39.77,19,11131
12/10/2016 20,38.74,19.03,10980
12/10/2016 21,42.12,19.07,10881
12/10/2016 22,42.15,19.11,10719
12/10/2016 23,40.3,19.14,10469
12/10/2016 24,36.41,19.17,10175
12/11/2016 01,36.64,19.21,9987
12/11/2016 02,33.33,19.24,9809
